source,target,score
"[MASK] is made of molecules of many different gases , and is something we usually can ' t see , taste , or smell ; we can only feel it when it moves [SEP] air",water light sound gravity soil heat electricity wind noise sand,0.01820426434278488 0.0118996137753129 0.009419974870979786 0.005345140118151903 0.004912759177386761 0.004777046386152506 0.004326129797846079
[MASK] works on the same principle as echolocation [SEP] sonar,radar GPS topography gps sonar radio transmitter laser telescopes navigation,0.21773916482925415 0.010700584389269352 0.010321803390979767 0.006098771467804909 0.0053401608020067215 0.003288407577201724 0.0030887650791555643
A reaction producing heat is [MASK] type of reaction  [SEP] chemical,chemistry carbon physical chemical mineral thermal electrical natural mechanical ##chemical,0.03963034972548485 0.020201869308948517 0.009823343716561794 0.009580264799296856 0.009481166489422321 0.007821451872587204 0.006179596297442913
living things that produce food for themselves and other organisms are called [MASK] [SEP] producers,growers harvesters refiners grow ref harvest ##iner farmers producers herb,0.37338873744010925 0.2223619967699051 0.2063671350479126 0.010908568277955055 0.009509347379207611 0.008382467553019524 0.005304861813783646
the second largest class of elements is [MASK] [SEP] nonmetals,carbonates silicates metalloids si metal carbonate crystals fe alloys metals,0.5263322591781616 0.13672038912773132 0.11219166964292526 0.0054664816707372665 0.004473237320780754 0.00438010785728693 0.0042028469033539295
The process in which a gas changes to a liquid is called [MASK]  [SEP] condensation,diffusion fermentation vaporing fe vapor precipitation conde electro hydro ion,0.21218647062778473 0.19254721701145172 0.008563894778490067 0.007983310148119926 0.00672594690695405 0.006637470331043005 0.006574765779078007
[MASK] contain one-way valves that contribute to the return of blood to the heart [SEP] veins,glands clots brains cl cells lungs muscles tumors bones veins,0.22015713155269623 0.014404252171516418 0.013904581777751446 0.010487399995326996 0.009193755686283112 0.007752110715955496 0.006103397347033024
"Traditionally , [MASK] preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system  [SEP] vaccine",infection assimilation pathogen disease inflammation absorption virus infections metabolism bacteria,0.014108388684689999 0.011616261675953865 0.0045388382859528065 0.0038441955111920834 0.0034909388050436974 0.0029484773986041546 0.002818797016516328
the measurement of something along it 's greatest dimension called is [MASK] [SEP] length,stretch stretch height width length weight shape span depth flexibility,0.032392170280218124 0.028664693236351013 0.02498805895447731 0.01365972775965929 0.007507693488150835 0.006711407098919153 0.004359974060207605
[MASK] describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell [SEP] exocytosis,biosynthesis plasmosis endocytosis pl bio end ph est re ap,0.4362972676753998 0.1582057923078537 0.14253172278404236 0.011108949780464172 0.008581212721765041 0.0065892837010324 0.005907615181058645
A metarteriole is a type of vessel that has structural characteristics of both an arteriole and this ? [MASK] [SEP] capillary,tendon electron layer tend hem fi skin va vascular os,0.2169695943593979 0.012673689983785152 0.011185883544385433 0.009550737217068672 0.008195264264941216 0.007866793312132359 0.006170907989144325
the most direct way of recovering a metal from its ores is [MASK] [SEP] electrolysis,drilling molecules osmosis os electro fi diffusion magnet cal combustion,0.4463632106781006 0.031785350292921066 0.01872643269598484 0.016406657174229622 0.010378358885645866 0.00910994317382574 0.008215225301682949
[MASK] of map reveals the shape of a landscape [SEP] topographic,meteorological geologic geographic natural political geological weather geo topographic physical,0.009563373401761055 0.006709146313369274 0.0049646408297121525 0.004509149119257927 0.003966600634157658 0.003341609612107277 0.002825039904564619
[MASK] done by bacteria makes them important producers in aquatic ecosystems [SEP] photosynthesis,maturation infection reproduction mat fi poll res decomposition growth meta,0.6545498371124268 0.019945411011576653 0.018006499856710434 0.010211148299276829 0.007983526214957237 0.006239869631826878 0.00522815715521574
"As the telencephalon enlarges and grows into the cranial cavity , it is limited by the space within [MASK] bone structure  [SEP] skull",skeleton spine chest skin heart muscle body skull bones bone,0.05547293648123741 0.01646527461707592 0.015980325639247894 0.009941330179572105 0.009508069604635239 0.008100520819425583 0.00741166016086936
a relationship is [MASK] where one species benefits and the other is unaffected [SEP] commensalism,pollenation mutualism parasitism mutual pollen para con inter fe co,0.5453248023986816 0.11956551671028137 0.09943811595439911 0.008997241966426373 0.0062498063780367374 0.006033495534211397 0.004409851040691137
[MASK] is used to describe is the spontaneous emission of particles and radiation from atomic nuclei  [SEP] radioactivity,intensity vibration microscopic light chemical sound frequency color kinetic temperature,0.016504840925335884 0.010923265479505062 0.008176947012543678 0.007301978301256895 0.006972579285502434 0.00567020196467638 0.005663857329636812
"Twenty-four hours before fertilization , the egg has finished meiosis and becomes a mature [MASK]  [SEP] oocyte",spermatozoa fetus zygote sperm fe z embryo va g fi,0.3680686354637146 0.30063414573669434 0.11467742174863815 0.019668348133563995 0.016968699172139168 0.008983797393739223 0.008177758194506168
Oxygen is combined with [MASK] to form water  [SEP] hydrogen,glucose helium carbon nitrogen oxygen calcium sugar hydrogen ethanol sodium,0.02038266509771347 0.009793233126401901 0.004542555660009384 0.004457809962332249 0.0041589816100895405 0.004086996428668499 0.003019645344465971
All of the petals together are called [MASK]  [SEP] corolla,stamen anthers stalk ant st la sp fungus x tri,0.12822656333446503 0.07859103381633759 0.00622445996850729 0.005652790889143944 0.003964278846979141 0.00348003045655787 0.00257995561696589
phosphate mineral turquoise is [MASK] [SEP] blue,white green purple pink yellow red brown gray orange black,0.029377680271863937 0.01990414969623089 0.015611313283443451 0.010760306380689144 0.010259897448122501 0.0062053026631474495 0.0035094083286821842
[MASK] many ways are there for a species to go extinct  [SEP] two,four eight Ten ten three six one seven five nine,0.2261873334646225 0.11736995726823807 0.05670035630464554 0.04294748231768608 0.016874996945261955 0.01674008183181286 0.006781599018722773
The skin disease impetigo is caused by spread of [MASK] type of microorganism  [SEP] bacteria,viruses tumors algae parasites virus insects fungi cancer lesions cancers,0.009669823572039604 0.006149688269942999 0.005602002143859863 0.004591507837176323 0.004128410015255213 0.0038679693825542927 0.0033739283680915833
[MASK] of mechanical weathering occurs when one rock bumps against another rock [SEP] abrasion,absorption refraction disintegration di ref fi ex saliva su ap,0.5107082724571228 0.16355082392692566 0.010628300718963146 0.010530983097851276 0.010123544372618198 0.005549157503992319 0.0051420037634670734
[MASK] is used to indicate directionality in chemical reactions [SEP] arrow,triangle circle line wedge lines curve root center flag cherry,0.003704569535329938 0.0023532065097242594 0.001972461584955454 0.0018500013975426555 0.0017615954857319593 0.0016104313544929028 0.0014934428036212921
[MASK] wrote the book on the origin of species [SEP] darwin,Scopes Sagan cannon saga scope skinner ce freud darwin geo,0.5556336641311646 0.09989923983812332 0.009585374966263771 0.0045905946753919125 0.00397125631570816 0.003084886120632291 0.003015865571796894
[MASK] is considered a good source of calcium [SEP] milk,wheat egg corn meat rice milk potato fe chicken peanuts,0.021831467747688293 0.012750320136547089 0.012694289907813072 0.006969007663428783 0.005659059155732393 0.004855035338550806 0.004369982052594423
Exons are cut out before [MASK] leaves the nucleus  [SEP] mrna,gene dna rna protein genome egg chromosome ph virus proteins,0.020546508952975273 0.011055273935198784 0.00818345881998539 0.00725267780944705 0.006375470198690891 0.005701194517314434 0.005293707828968763
"[MASK] is divided into two parts , the sensory division and the motor division [SEP] peripheral",physiological developmental central mid frontal primary sensory middle sexual reproductive,0.004628210794180632 0.0043718405067920685 0.003655283711850643 0.003125451970845461 0.0023284817580133677 0.0022582337260246277 0.001898626214824617
"When mendel crossed purple flowered-plants and white flowered-plants , all the offspring had [MASK] color flowers  [SEP] purple",blue red yellow white green black pink brown orange gray,0.03455174341797829 0.020671889185905457 0.013128729537129402 0.01128118485212326 0.011017817072570324 0.005443061701953411 0.002897789468988776
"When statoliths settle to the low point in the chamber , they stimulate [MASK] in that location  [SEP] mechanoreceptors",dendrites axons nociceptors no ax den ne est an not,0.37495851516723633 0.24726726114749908 0.09665051847696304 0.013242648914456367 0.010031883604824543 0.006451616063714027 0.005268807522952557
The goal of this is the understand [MASK] and why things happen  [SEP] science,experience inquiry theory concept perception experiment explanation industry process psychology,0.011514980345964432 0.008972049690783024 0.0048420061357319355 0.0046541630290448666 0.0038714667316526175 0.0038336897268891335 0.0031549916602671146
"the most diverse organisms on earth , which are often classified by shape or how they react to gram stain are [MASK] [SEP] bacteria",cultures pathogens algae pathogen fungi fungus tumors bacteria parasites fern,0.06272216141223907 0.008297169581055641 0.005417695734649897 0.005173608660697937 0.004673594143241644 0.002701003337278962 0.002390726702287793
"Breathing involves differences in [MASK] , measured in torr , between the inside of the lungs and the air outside  [SEP] pressure",temperature gravity resistance energy power weight tension acceleration friction pressure,0.010423135943710804 0.00963418185710907 0.008781811222434044 0.008305833674967289 0.0065125529654324055 0.0064790016040205956 0.006170319858938456
Gymnamoebas constitute a large and varied group of [MASK]  [SEP] amoebozoans,newborns cells sporozoans newborn sp lip proteins tumors lesions neutron,0.5930075645446777 0.10403820872306824 0.009663701988756657 0.004599208012223244 0.0032312211114913225 0.0030427840538322926 0.0024226245004683733
"In weather terms , [MASK] do you call the boundary between two air masses  [SEP] front",cloud mass cover clouds force surface weight wave direction wind,0.007273037917912006 0.007144584320485592 0.006604018621146679 0.00632893294095993 0.003957082983106375 0.0037834157701581717 0.003692934988066554
